time_s,body_x_m,o1,o2,support_legs,LF_hip_rad,LF_lift_m,LF_contact,LF_foot_world_x_m,RM_hip_rad,RM_lift_m,RM_contact,RM_foot_world_x_m,LH_hip_rad,LH_lift_m,LH_contact,LH_foot_world_x_m,RF_hip_rad,RF_lift_m,RF_contact,RF_foot_world_x_m,LM_hip_rad,LM_lift_m,LM_contact,LM_foot_world_x_m,RH_hip_rad,RH_lift_m,RH_contact,RH_foot_world_x_m
0.0,0.0,-0.22590240025070177,0.5425097802485459,3,-0.12424632013788599,0.016275293407456377,0,-0.012424632013788597,-0.12424632013788599,0.016275293407456377,0,-0.012424632013788597,-0.12424632013788599,0.016275293407456377,0,-0.012424632013788597,0.12424632013788599,0.0,1,0.012424632013788597,0.12424632013788599,0.0,1,0.012424632013788597,0.12424632013788599,0.0,1,0.012424632013788597
0.05,0.012617830103436638,0.0035126925390552817,0.5692554402960163,3,0.0019319808964804051,0.017077663208880486,0,0.012811028193084679,0.0019319808964804051,0.017077663208880486,0,0.012811028193084679,0.0019319808964804051,0.017077663208880486,0,0.012811028193084679,-0.0019319808964804051,0.0,1,0.012424632013788597,-0.0019319808964804051,0.0,1,0.012424632013788597,-0.0019319808964804051,0.0,1,0.012424632013788597
0.1,0.02576092561339736,0.24247806544743197,0.5192016756907845,3,0.1333629359960876,0.015576050270723533,0,0.03909721921300612,0.1333629359960876,0.015576050270723533,0,0.03909721921300612,0.1333629359960876,0.015576050270723533,0,0.03909721921300612,-0.1333629359960876,0.0,1,0.012424632013788597,-0.1333629359960876,0.0,1,0.012424632013788597,-0.1333629359960876,0.0,1,0.012424632013788597
0.15000000000000002,0.036440026965120255,0.43664354456966653,0.398757053114585,3,0.24015394951331662,0.011962711593437548,0,0.06045542191645191,0.24015394951331662,0.011962711593437548,0,0.06045542191645191,0.24015394951331662,0.011962711593437548,0,0.06045542191645191,-0.24015394951331662,0.0,1,0.012424632013788597,-0.24015394951331662,0.0,1,0.012424632013788597,-0.24015394951331662,0.0,1,0.012424632013788597
0.2,0.04247547170719986,0.5463789035165685,0.21362518489984053,3,0.3005083969341127,0.006408755546995216,0,0.07252631140061112,0.3005083969341127,0.006408755546995216,0,0.07252631140061112,0.3005083969341127,0.006408755546995216,0,0.07252631140061112,-0.3005083969341127,0.0,1,0.012424632013788597,-0.3005083969341127,0.0,1,0.012424632013788597,-0.3005083969341127,0.0,1,0.012424632013788597
0.25,0.04247547170719987,0.568349654528888,-0.017607136096588268,3,0.3125923099908884,0.0,1,0.07373470270628871,0.3125923099908884,0.0,1,0.07373470270628871,0.3125923099908884,0.0,1,0.07373470270628871,-0.3125923099908884,0.000528214082897648,0,0.01121624070811103,-0.3125923099908884,0.000528214082897648,0,0.01121624070811103,-0.3125923099908884,0.000528214082897648,0,0.01121624070811103
0.30000000000000004,0.04545903473074132,0.5141030541008617,-0.25550856763566443,3,0.2827566797554739,0.0,1,0.07373470270628871,0.2827566797554739,0.0,1,0.07373470270628871,0.2827566797554739,0.0,1,0.07373470270628871,-0.2827566797554739,0.007665257029069932,0,0.017183366755193927,-0.2827566797554739,0.007665257029069932,0,0.017183366755193927,-0.2827566797554739,0.007665257029069932,0,0.017183366755193927
0.35000000000000003,0.052302306676638204,0.3896799278118273,-0.44551785028493607,3,0.21432396029650505,0.0,1,0.07373470270628871,0.21432396029650505,0.0,1,0.07373470270628871,0.21432396029650505,0.0,1,0.07373470270628871,-0.21432396029650505,0.013365535508548082,0,0.0308699106469877,-0.21432396029650505,0.013365535508548082,0,0.0308699106469877,-0.21432396029650505,0.013365535508548082,0,0.0308699106469877
0.4,0.06266944641737374,0.20118647798027212,-0.5499484348877192,3,0.11065256288914967,0.0,1,0.07373470270628871,0.11065256288914967,0.0,1,0.07373470270628871,0.11065256288914967,0.0,1,0.07373470270628871,-0.11065256288914967,0.016498453046631573,0,0.05160419012845877,-0.11065256288914967,0.016498453046631573,0,0.05160419012845877,-0.11065256288914967,0.016498453046631573,0,0.05160419012845877
0.45,0.07547984361728242,-0.031729834745340364,-0.5671897327060546,3,-0.017451409109937203,0.0,1,0.07373470270628871,-0.017451409109937203,0.0,1,0.07373470270628871,-0.017451409109937203,0.0,1,0.07373470270628871,0.017451409109937203,0.017015691981181635,0,0.07722498452827614,0.017451409109937203,0.017015691981181635,0,0.07722498452827614,0.017451409109937203,0.017015691981181635,0,0.07722498452827614
0.5,0.08849518714494146,-0.26837244433914104,-0.5087680626668554,3,-0.14760484438652757,0.0,1,0.07373470270628871,-0.14760484438652757,0.0,1,0.07373470270628871,-0.14760484438652757,0.0,1,0.07373470270628871,0.14760484438652757,0.01526304188000566,0,0.10325567158359422,0.14760484438652757,0.01526304188000566,0,0.10325567158359422,0.14760484438652757,0.01526304188000566,0,0.10325567158359422
0.55,0.0987097135157284,-0.4540911056261762,-0.38038268037601924,3,-0.24975010809439693,0.0,1,0.07373470270628871,-0.24975010809439693,0.0,1,0.07373470270628871,-0.24975010809439693,0.0,1,0.07373470270628871,0.24975010809439693,0.011411480411280577,0,0.12368472432516808,0.24975010809439693,0.011411480411280577,0,0.12368472432516808,0.24975010809439693,0.011411480411280577,0,0.12368472432516808
0.6000000000000001,0.10416185508129468,-0.5532209522728359,-0.1885918335852475,3,-0.3042715237500597,0.0,1,0.07373470270628871,-0.3042715237500597,0.0,1,0.07373470270628871,-0.3042715237500597,0.0,1,0.07373470270628871,0.3042715237500597,0.005657755007557425,0,0.13458900745630065,0.3042715237500597,0.005657755007557425,0,0.13458900745630065,0.3042715237500597,0.005657755007557425,0,0.13458900745630065
0.65,0.10416185508129468,-0.5657775957039536,0.04587057199679814,3,-0.3111776776371745,0.0013761171599039443,0,0.07304408731757722,-0.3111776776371745,0.0013761171599039443,0,0.07304408731757722,-0.3111776776371745,0.0013761171599039443,0,0.07304408731757722,0.3111776776371745,0.0,1,0.13527962284501213,0.3111776776371745,0.0,1,0.13527962284501213,0.3111776776371745,0.0,1,0.13527962284501213
0.7000000000000001,0.10760378068669459,-0.5031971301512278,0.2810586440760115,3,-0.2767584215831753,0.008431759322280345,0,0.07992793852837705,-0.2767584215831753,0.008431759322280345,0,0.07992793852837705,-0.2767584215831753,0.008431759322280345,0,0.07992793852837705,0.2767584215831753,0.0,1,0.13527962284501213,0.2767584215831753,0.0,1,0.13527962284501213,0.2767584215831753,0.0,1,0.13527962284501213
