t,condition,a1,a2,o1,o2,alpha,phi,w11,w12,w21,w22
195,A0,0.40245905319053604,0.47597442419104674,0.38205105528856886,0.44301387646821383,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
196,A0,0.5086936147569856,0.39410939299892384,0.4689267021925376,0.3748974829915521,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
197,A0,0.5874660223727944,0.30168945298832917,0.5280706973630099,0.29285793131370713,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
198,A0,0.6332989635004158,0.2003197003265699,0.5603196258266662,0.19768254658366252,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
199,A0,0.6472663971629521,0.09066610501835604,0.5698268468748581,0.09041848371747169,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
200,A0,0.6340747901733979,-0.027050082869822495,0.560851644063717,-0.027043487222070468,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
201,A0,0.5987291639619265,-0.15172128265368412,0.5361446512138195,-0.1505677281377789,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
202,A0,0.5450986901300039,-0.2794900868268569,0.49683777554960035,-0.27243307864481336,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
203,A0,0.47609100110478325,-0.40227988180635427,0.4431075690067298,-0.38189802582509197,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
204,A0,0.3942438429042867,-0.5085491130054692,0.37501303039025696,-0.468813967618392,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
205,A0,0.3018386581389622,-0.5873697375424918,0.29299433380877293,-0.5280012588612001,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
206,A0,0.2004819270365274,-0.6332539126017475,0.19783842873469296,-0.5602887182416088,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
207,A0,0.09084091182145748,-0.6472671424256148,0.09059185864508068,-0.5698273501485565,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
208,A0,-0.026863281984192508,-0.6341132214482315,-0.02685682201249148,-0.5608779860377553,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
209,A0,-0.15152580056380405,-0.5987983556566076,-0.15037667213115882,-0.5361939518516788,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
210,A0,-0.2792948884368187,-0.5451935924940569,-0.2722523582286519,-0.4969092481060016,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
211,A0,-0.402100671308005,-0.47620754771947504,-0.38174494200394893,-0.44320122751867713,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
212,A0,-0.5084045452163687,-0.39437826800563786,-0.46870116623853625,-0.37512854482408625,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
213,A0,-0.5872733734867203,-0.30198784235051557,-0.5279317561543488,-0.2931307052384689,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
214,A0,-0.6332087856964326,-0.20064413428687106,-0.5602577569471912,-0.19799428218330678,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
215,A0,-0.6472678235131348,-0.0910156994186947,-0.5698278100845946,-0.09076520903398051,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
216,A0,-0.6341516006392957,0.026676498082237737,-0.5609042911786971,0.026670171901544665,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
217,A0,-0.5988675043429144,0.15133032670198787,-0.5362432181905266,0.15018561293413854,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
218,A0,-0.5452884585784815,0.2790996791117177,-0.49698068660280525,0.27207160847772227,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
219,A0,-0.47632406402613675,0.4019214217413701,-0.4432948520033362,0.38159180385615554,1.1,0.2,1.078073235625366,0.21853626387456734,-0.21853626387456734,1.078073235625366
