time_s,modulator_m,alpha,phi_rad,stride_half_m,o1,o2,body_x_m,support_legs,LF_contact,LF_lift_m,RM_contact,RM_lift_m,LH_contact,LH_lift_m,RF_contact,RF_lift_m,LM_contact,LM_lift_m,RH_contact,RH_lift_m
18.150000000000002,1.0,1.1,0.4,0.065,0.3403861962371658,0.47245516079382455,2.2836873274134044,3,0,0.014173654823814736,0,0.014173654823814736,0,0.014173654823814736,1,0.0,1,0.0,1,0.0
18.2,1.0,1.1,0.4,0.065,0.4984556073325618,0.32109556092401437,2.2939618391346053,3,0,0.00963286682772043,0,0.00963286682772043,0,0.00963286682772043,1,0.0,1,0.0,1,0.0
18.25,1.0,1.1,0.4,0.065,0.5666423944788557,0.11134137531948599,2.2983939802991142,3,0,0.0033402412595845794,0,0.0033402412595845794,0,0.0033402412595845794,1,0.0,1,0.0,1,0.0
18.3,1.0,1.1,0.4,0.065,0.5523784087520446,-0.12919354459774404,2.2983939802991147,3,1,0.0,1,0.0,1,0.0,0,0.0038758063379323213,0,0.0038758063379323213,0,0.0038758063379323213
18.35,1.0,1.1,0.4,0.065,0.46550018990512454,-0.3518131853453769,2.3040410645241645,3,1,0.0,1,0.0,1,0.0,0,0.010554395560361307,0,0.010554395560361307,0,0.010554395560361307
18.400000000000002,1.0,1.1,0.4,0.065,0.3103446225534901,-0.5048897940510477,2.3141261764020205,3,1,0.0,1,0.0,1,0.0,0,0.01514669382153143,0,0.01514669382153143,0,0.01514669382153143
18.45,1.0,1.1,0.4,0.065,0.0978422540679499,-0.567940182057058,2.3279388303535806,3,1,0.0,1,0.0,1,0.0,0,0.01703820546171174,0,0.01703820546171174,0,0.01703820546171174
18.5,1.0,1.1,0.4,0.065,-0.143162143084189,-0.5492663048479342,2.3436041161684695,3,1,0.0,1,0.0,1,0.0,0,0.016477989145438025,0,0.016477989145438025,0,0.016477989145438025
18.55,1.0,1.1,0.4,0.065,-0.36299487364380423,-0.4583129787057284,2.3578932436548445,3,1,0.0,1,0.0,1,0.0,0,0.013749389361171852,0,0.013749389361171852,0,0.013749389361171852
18.6,1.0,1.1,0.4,0.065,-0.5110112701220227,-0.2993951628015578,2.3675143094259288,3,1,0.0,1,0.0,1,0.0,0,0.008981854884046734,0,0.008981854884046734,0,0.008981854884046734
18.650000000000002,1.0,1.1,0.4,0.065,-0.5689634391795875,-0.08424032760129561,2.3712812004146704,3,1,0.0,1,0.0,1,0.0,0,0.0025272098280388683,0,0.0025272098280388683,0,0.0025272098280388683
18.7,1.0,1.1,0.4,0.065,-0.545912763920714,0.15706082891769405,2.3712812004146704,3,0,0.004711824867530821,0,0.004711824867530821,0,0.004711824867530821,1,0.0,1,0.0,1,0.0
18.75,1.0,1.1,0.4,0.065,-0.45089431540692915,0.373923102867497,2.3774573995680663,3,0,0.01121769308602491,0,0.01121769308602491,0,0.01121769308602491,1,0.0,1,0.0,1,0.0
18.8,1.0,1.1,0.4,0.065,-0.288250812467423,0.5168205282872466,2.388029227259134,3,0,0.015504615848617396,0,0.015504615848617396,0,0.015504615848617396,1,0.0,1,0.0,1,0.0
18.85,1.0,1.1,0.4,0.065,-0.07054353706226572,0.5697149558876975,2.4021802001604695,3,0,0.017091448676630924,0,0.017091448676630924,0,0.017091448676630924,1,0.0,1,0.0,1,0.0
18.900000000000002,1.0,1.1,0.4,0.065,0.1708778802077969,0.5423186483971058,2.4178725922830235,3,0,0.016269559451913173,0,0.016269559451913173,0,0.016269559451913173,1,0.0,1,0.0,1,0.0
18.95,1.0,1.1,0.4,0.065,0.38459020484445117,0.44324508709564475,2.431763893384406,3,0,0.013297352612869342,0,0.013297352612869342,0,0.013297352612869342,1,0.0,1,0.0,1,0.0
19.0,1.0,1.1,0.4,0.065,0.5223184197409572,0.27691541845501366,2.440716227352679,3,0,0.00830746255365041,0,0.00830746255365041,0,0.00830746255365041,1,0.0,1,0.0,1,0.0
19.05,1.0,1.1,0.4,0.065,0.5701974526349078,0.05676010618467913,2.443828364490786,3,0,0.0017028031855403738,0,0.0017028031855403738,0,0.0017028031855403738,1,0.0,1,0.0,1,0.0
19.1,1.0,1.1,0.4,0.065,0.538484730499583,-0.18460152899728788,2.443828364490786,3,1,0.0,1,0.0,1,0.0,0,0.005538045869918636,0,0.005538045869918636,0,0.005538045869918636
19.150000000000002,1.0,1.1,0.4,0.065,0.43536629057921156,-0.39498902040297473,2.45053106308561,3,1,0.0,1,0.0,1,0.0,0,0.011849670612089242,0,0.011849670612089242,0,0.011849670612089242
19.200000000000003,1.0,1.1,0.4,0.065,0.2653930478017684,-0.5275061252412637,2.4615793238661436,3,1,0.0,1,0.0,1,0.0,0,0.01582518375723791,0,0.01582518375723791,0,0.01582518375723791
19.25,1.0,1.1,0.4,0.065,0.04289854164288265,-0.5704135673286719,2.476041466766471,3,1,0.0,1,0.0,1,0.0,0,0.017112407019860155,0,0.017112407019860155,0,0.017112407019860155
19.3,1.0,1.1,0.4,0.065,-0.19821999332982865,-0.5344117013731506,2.4917141715396975,3,1,0.0,1,0.0,1,0.0,0,0.01603235104119452,0,0.01603235104119452,0,0.01603235104119452
19.35,1.0,1.1,0.4,0.065,-0.4051129149261286,-0.4272590427278975,2.505162211443457,3,1,0.0,1,0.0,1,0.0,0,0.012817771281836924,0,0.012817771281836924,0,0.012817771281836924
19.400000000000002,1.0,1.1,0.4,0.065,-0.5323851255943947,-0.25368799172599066,2.5134349051368945,3,1,0.0,1,0.0,1,0.0,0,0.00761063975177972,0,0.00761063975177972,0,0.00761063975177972
